str_of_words,is_person,id
Anna Katharina Schonkopf,1,132555
Otto Georgens,1,132558
Josef Kollmer,1,132561
Rudolf Genee,1,132564
Enrique Sanchez Lansch,1,132567
Johann Evangelist Haydn,1,132570
Hermann Loher,1,132573
Wilhelm Lehmann,1,132576
Walter Lippmann,1,132579
Siegfried Reda,1,132582
Abel Burja,1,132585
Anna Wimschneider,1,132588
Werner Pieper,1,132591
Matthias Hofs,1,132594
Rudolf Hildebrand,1,132597
Karl Friedrich Staudlin,1,132600
August Wunsche,1,132603
Ida Hahn-Hahn,1,132606
Franz Servaes,1,132609
Herman Soyaux,1,132612
Franz Skutsch,1,132615
Franz von Loher,1,132618
George Hurdalek,1,132621
Armin Hahne,1,132624
Max Walter,1,132627
Jean Lobstein,1,132630
Otto Bettmann,1,132633
Uta Nickel,1,132636
Heinz Bosl,1,132639
Robert Radecke,1,132642
Carl Hermann Busse,1,132645
Rola El-Halabi,1,132648
Horst Brunner,1,132651
Nele Neuhaus,1,132654
Roland Bock,1,132657
Heinrich Panofka,1,132660
Hans Joachim Schadlich,1,132663
Manfred Stahnke,1,132666
Otto Dimroth,1,132669
Mojib Latif,1,132672
"William VIII of Julich, Count of Ravensberg",1,132675
"Waldemar VI, Prince of Anhalt-Kothen",1,132678
Gerhard Beil,1,132681
Albert Fritz,1,132684
Ralph Glomp,1,132687
Christian Bernhard  Tauchnitz,1,132690
Christian William of Brandenburg,1,132693
Fritz Mannheimer,1,132696
"William Louis, Prince of Anhalt-Harzgerode",1,132699
Jorg Hickl,1,132702
Curt Riess,1,132705
Marga Hoffgen,1,132708
Richard Bletschacher,1,132711
Daniel Muller-Schott,1,132714
Heinz von Lichberg,1,132717
Franziska Drohsel,1,132720
Robert Lachmann,1,132723
Bernhard Bastlein,1,132726
Michael Balling,1,132729
Jo Bauer,1,132732
Wolfgang Pauly,1,132735
Mascha Muller,1,132738
Berit Kauffeldt,1,132741
"John Bernard, Count of Lippe",1,132744
Jorn Schlonvoigt,1,132747
Werner Beierwaltes,1,132750
Aimo Heilmann,1,132753
Thomas Manss,1,132756
Princess Casimire of Anhalt-Dessau,1,132759
Princess Charlotte Wilhelmine of Saxe-Coburg-Saalfeld,1,132762
Louis Jacobsohn-Lask,1,132765
Gernot Bohme,1,132768
Johannes Sobotta,1,132771
Ilse Hess,1,132774
Ludwig Merzbacher,1,132777
Michael Hilgers,1,132780
Siegfried Kalischer,1,132783
Klaus Dylewski,1,132786
Stefan Blank,1,132789
Hans Heinrich Georg Queckenstedt,1,132792
Peter Reichert,1,132795
Herz Cerfbeer of Medelsheim,1,132798
Angelina Maccarone,1,132801
Max Fechner,1,132804
Frank Thiess,1,132807
Henrik Stehlik,1,132810
Gunter Reich,1,132813
Heinrich Jung,1,132816
Matthias Hoe von Hoenegg,1,132819
Jurke Grau,1,132822
Ulrich Fugger the Elder,1,132825
Hans Ulrich Gumbrecht,1,132828
Karl Christian Johann Holsten,1,132831
Detlev Meyer,1,132834
Ulrich Gerhardt,1,132837
Hans-Arnold Stahlschmidt,1,132840
Jakob Fugger the Elder,1,132843
Duke Carl Alexander of Wurttemberg,1,132846
Franz Joseph von Bulow,1,132849
Hugo Hergesell,1,132852
Karl Rudolf Friedenthal,1,132855
Ernst Ludwig Rochholz,1,132858
Hermann von Siemens,1,132861
Renate Riemeck,1,132864
Ludwig Andreas Buchner,1,132867
Johanna Voigt,1,132870
Oscar Liebreich,1,132873
William Balck,1,132876
Hadayatullah Hubsch,1,132879
Albrecht Folsing,1,132882
Otto Bertram,1,132885
Helmuth Gericke,1,132888
Leopold Koppel,1,132891
Ernst Holder,1,132894
Bruno Dilley,1,132897
Carl Schelenz,1,132900
Friedrich Bassler,1,132903
Wolfgang Gotze,1,132906
Wolfgang Gaede,1,132909
Ernst Heilmann,1,132912
Jurgen Haffer,1,132915
Gunther Tiersch,1,132918
Jurgen Goslar,1,132921
Alexandra Hildebrandt,1,132924
Nora Subschinski,1,132927
David Klemperer,1,132930
Theodor Steinbuchel,1,132933
Gernot Erler,1,132936
Gerd Audehm,1,132939
Lisa Rexhauser,1,132942
Wilhelm Kaidel,1,132945
Matthias Baumann,1,132948
Curt Schimmelbusch,1,132951
Friedrich von Berg,1,132954
Alwin-Broder Albrecht,1,132957
Emil Thuy,1,132960
Ida Raming,1,132963
Max Schede,1,132966
Ursula Caberta,1,132969
Josephine Meckseper,1,132972
Peter Rie,1,132975
Johann Carion,1,132978
Hans Egon Holthusen,1,132981
Jurgen Ohlsen,1,132984
Gustav Bilfinger,1,132987
Johann Paul von Falkenstein,1,132990
Detlev Peukert,1,132993
Karl Friedrich Heusinger,1,132996
George Cleinow,1,132999
Franziska Ellmenreich,1,133002
Stefan Prein,1,133005
Hans Hahne,1,133008
Helmut Brunner,1,133011
Alexander Haugg,1,133014
Larry Wall,1,133017
Charles Antony Richard Hoare,1,133020
Jim Gray,1,133023
Haskell Curry,1,133026
Douglas Engelbart,1,133029
Peter Naur,1,133032
Andrew S. Tanenbaum,1,133035
Dan Bricklin,1,133038
Gary Kildall,1,133041
Ray Tomlinson,1,133044
Niklas Zennstrom,1,133047
Ray Ozzie,1,133050
Robert W. Floyd,1,133053
Butler Lampson,1,133056
Brendan Eich,1,133059
Hakon Wium Lie,1,133062
Marcelo Tosatti,1,133065
Craig Reynolds,1,133068
Bob Wallace,1,133071
Sanjeev Arora,1,133074
C. J. van Rijsbergen,1,133077
Jack Dongarra,1,133080
Joe Ossanna,1,133083
Michael Lynn,1,133086
David Gelernter,1,133089
Damian Conway,1,133092
David H. D. Warren,1,133095
Harald Ganzinger,1,133098
Richard Crandall,1,133101
David Harris,1,133104
Dieter Fox,1,133107
Vijay Vazirani,1,133110
Ipke Wachsmuth,1,133113
Michael Kolling,1,133116
Nick Pippenger,1,133119
David Haussler,1,133122
John Fairclough,1,133125
Daniel A. Keim,1,133128
Harold Cohen,1,133131
Joe Celko,1,133134
Franz Baader,1,133137
Maynard Olson,1,133140
Jurgen Schmidhuber,1,133143
Kent Beck,1,133146
Alonzo Church,1,133149
Kristen Nygaard,1,133152
Eric Schmidt,1,133155
David H. Bailey,1,133158
Ralph Johnson,1,133161
Eugene Myers,1,133164
Claude Elwood Shannon,1,133167
Jay Wright Forrester,1,133170
Robert Metcalfe,1,133173
Scott Fahlman,1,133176
Daniel Henry Holmes Ingalls,1,133179
Humphrey Carpenter,1,133182
J. C. R. Licklider,1,133185
William Kahan,1,133188
Tom Kilburn,1,133191
Ron Jeffries,1,133194
Robert Szelepcsenyi,1,133197
Seymour Ginsburg,1,133200
Dave Cutler,1,133203
Donald Norman,1,133206
Scott Forstall,1,133209
Shmuel Safra,1,133212
Barry Boehm,1,133215
Edmund M. Clarke,1,133218
Richard E. Stearns,1,133221
Mihalis Yannakakis,1,133224
Mark Russinovich,1,133227
Peter Norvig,1,133230
Mark Overmars,1,133233
George Stibitz,1,133236
Jon Hall,1,133239
Laszlo Babai,1,133242
Watts Humphrey,1,133245
David Patterson,1,133248
John L. Hennessy,1,133251
Ivar Jacobson,1,133254
L Peter Deutsch,1,133257
Algirdas Antanas Avizienis,1,133260
Jack Edmonds,1,133263
George Marsaglia,1,133266
Stephen Altschul,1,133269
Gordon Bell,1,133272
Andrei Alexandrescu,1,133275
Douglas McIlroy,1,133278
Ralph Merkle,1,133281
Philippe Kruchten,1,133284
Richard Wallace,1,133287
Victor S. Miller,1,133290
Wolfram Burgard,1,133293
Richard Grimsdale,1,133296
Neil J. Gunther,1,133299
Carsten Lund,1,133302
Dave Raggett,1,133305
Dietmar Saupe,1,133308
Klaus Samelson,1,133311
Tim Gill,1,133314
Manfred Broy,1,133317
Charles Goldfarb,1,133320
An Wang,1,133323
Hans Piloty,1,133326
Edward Felten,1,133329
Lawrence Roberts,1,133332
Gilles Brassard,1,133335
Seth Lloyd,1,133338
Brewster Kahle,1,133341
Michael Jackson,1,133344
Jacob T. Schwartz,1,133347
Dries Buytaert,1,133350
Avi Wigderson,1,133353
Bruce Eckel,1,133356
Rajeev Motwani,1,133359
Leonid Levin,1,133362
Dieter Rombach,1,133365
Keith Packard,1,133368
Chu Bong-Foo,1,133371
Jon M. Kleinberg,1,133374
Gerald Jay Sussman,1,133377
Luis von Ahn,1,133380
Wang Xuan,1,133383
Bui Tuong Phong,1,133386
Jeff Hawkins,1,133389
Herb Sutter,1,133392
Charles H. Moore,1,133395
Jeremie Miller,1,133398
Paul Debevec,1,133401
Robert Cecil Martin,1,133404
Fabrice Bellard,1,133407
Brian Behlendorf,1,133410
Alexander Razborov,1,133413
Charles Petzold,1,133416
Bob Frankston,1,133419
Manindra Agrawal,1,133422
Ken Schwaber,1,133425
Dmitry Sklyarov,1,133428
Robert Taylor,1,133431
David A. Wagner,1,133434
Lee Felsenstein,1,133437
Arthur Whitney,1,133440
Thomas S. Ray,1,133443
Randal L. Schwartz,1,133446
Scott Meyers,1,133449
Matthew Dillon,1,133452
Bill Inmon,1,133455
Oren Patashnik,1,133458
Alain Colmerauer,1,133461
Roy Fielding,1,133464
Victor A. Vyssotsky,1,133467
Charles Leonard Hamblin,1,133470
Jacques Stern,1,133473
Jacek Karpinski,1,133476
Charles Rackoff,1,133479
Filippo Cecchi,1,133482
Helmut Schreyer,1,133485
Carl Hewitt,1,133488
Tom DeMarco,1,133491
Hugh Darwen,1,133494
Steve Grand,1,133497
Rusty Russell,1,133500
Joel Moses,1,133503
Gerald Weinberg,1,133506
Shi-Kuo Chang,1,133509
Yoav Freund,1,133512
Ian Clarke,1,133515
Jim Gettys,1,133518
Madhu Sudan,1,133521
Armen Sargsyan,1,133524
Eugene O'Neill,1,133527
Milan Kundera,1,133530
Louis Braille,1,133533
Nikolai Rimsky-Korsakov,1,133536
Miles Davis,1,133539
F. Scott Fitzgerald,1,133542
Svetozar Boroevic,1,133545
Alexander Lohr,1,133548
John Anderson,1,133551
Jonathan Dowling,1,133554
Erich von Tschermak,1,133557
Archduchess Elisabeth Marie of Austria,1,133560
Isaac Massa,1,133563
Cuthbert Powell,1,133566
Anna Santamans,1,133569
Maurice Benyovszky,1,133572
Archduke John of Austria,1,133575
Leo Perutz,1,133578
Paul Henreid,1,133581
Shalom Shachna,1,133584
Johann Josef Loschmidt,1,133587
Otto Herschmann,1,133590
Betty Ann Bjerkreim Nilsen,1,133593
Marie von Ebner-Eschenbach,1,133596
Bitty Schram,1,133599
Craig McCaw,1,133602
Claudia Felicitas of Austria,1,133605
Vadim Misin,1,133608
Thomas Gold,1,133611
Leopold Fitzinger,1,133614
Rudolf Spielmann,1,133617
Gustav Wagner,1,133620
Leo Kanner,1,133623
Lotte Lenya,1,133626
Christopher Paolini,1,133629
Michael D. C. Drout,1,133632
Joy Adamson,1,133635
Robert Adler,1,133638
Paul Badura-Skoda,1,133641
Johann Lowenthal,1,133644
Elisabeth Sophie Cheron,1,133647
Jonathan Evans,1,133650
Adolph Northen,1,133653
Cecil Bdker,1,133656
Ercole Bentivoglio,1,133659
Milivoj Asner,1,133662
Inejiro Asanuma,1,133665
Archduchess Maria Maddalena of Austria,1,133668
Liese Prokop,1,133671
Paul Watzlawick,1,133674
James M. H. Beale,1,133677
Heimito von Doderer,1,133680
Ninos Gouriye,1,133683
William J. Lewis,1,133686
Shauna MacDonald,1,133689
Nawojka,1,133692
Jermaine Easter,1,133695
Stefan Ruzowitzky,1,133698
Jenny Hansson,1,133701
Peter Rosegger,1,133704
Sigrid Neiiendam,1,133707
Heinz Kinigadner,1,133710
Ferdinando Petruccelli della Gattina,1,133713
Charles van Lerberghe,1,133716
Anthony Sowell,1,133719
Istvan Eiben,1,133722
Imre Mathe,1,133725
Ilona Banga,1,133728
Vera Schwarz,1,133731
Jeannie Ebner,1,133734
Karin Kollerer,1,133737
John Pendray,1,133740
Maria Stromberger,1,133743
Erhard Glaser,1,133746
Diane d'Andoins,1,133749
Reginald Vospernik,1,133752
Maja Haderlap,1,133755
Gideon Trotter,1,133758
Lotte Hass,1,133761
Friedrich Wuhrer,1,133764
Ferdinand Ritter von Hebra,1,133767
Hildegard Goss-Mayr,1,133770
Ulla Weigerstorfer,1,133773
Valentina Arrighetti,1,133776
Josef Herzig,1,133779
Alfred Schutz,1,133782
Rockin' Robin,1,133785
Ali Treki,1,133788
Hermann Bahr,1,133791
Guido von List,1,133794
Johan Botha,1,133797
Michael Etienne,1,133800
Eugen Philippovich von Philippsberg,1,133803
Karl Diener,1,133806
Ludwig von Tetmajer,1,133809
Bob Hope,1,133812
Erich Ledwinka,1,133815
Yuriy Bilonoh,1,133818
Freda Meissner-Blau,1,133821
Gustav Ratzenhofer,1,133824
Grete Rehor,1,133827
Roberto Melli,1,133830
Yelda Reynaud,1,133833
Harun Erbek,1,133836
Kenneth Kapstad,1,133839
Maria Rohm,1,133842
Louis B. Sohn,1,133845
Robert Schneider,1,133848
Silvestru Morariu-Andrievici,1,133851
Minna Lachs,1,133854
Alois Walde,1,133857
Thomas Fruhmann,1,133860
Nicolas Mahler,1,133863
Pieter Heerma,1,133866
Karl Konigseder,1,133869
Rene Guillot,1,133872
Robert Oerley,1,133875
Ulli Lust,1,133878
Clemens Lashofer,1,133881
Martianus Hiberniensis,1,133884
Patric Chiha,1,133887
Erwin Guido Kolbenheyer,1,133890
Bianca Schwarzjirg,1,133893
Hans Thomas Hakl,1,133896
Christian Stangl,1,133899
"Sophie Dawes, Baronne de Feucheres",1,133902
Isaac de Camondo,1,133905
Otto von Wettstein,1,133908
Thomas Winkelbauer,1,133911
Gregor Wolny,1,133914
Jakob Frint,1,133917
Beatriz Ramo,1,133920
Michel Sima,1,133923
Arleen Sorkin,1,133926
Otto Pick,1,133929
Jacques-Antoine Moerenhout,1,133932
Johann Karl Herberstein,1,133935
Kees Bakels,1,133938
Fritz Luckhardt,1,133941
inh La Thang,1,133944
Josef Afritsch,1,133947
Tina Kordic,1,133950
Franz Quadlbauer,1,133953
Martin Humer,1,133956
Christa Beran,1,133959
Jose Arico,1,133962
Leopold Biwald,1,133965
Bruno Marek,1,133968
Hans Tuppy,1,133971
Rose Marie,1,133974
Felix Slavik,1,133977
Hedwig Bleibtreu,1,133980
Joseph Schmidt,1,133983
Lars Cramer,1,133986
Johannes Lid,1,133989
Oscar Gelbfuhs,1,133992
Alexander Ruud Tveter,1,133995
Tony Schumacher,1,133998
Petar oric,1,134001
Leone Sextus Tollemache,1,134004
Friedrich Beer,1,134007
Berta Zahourek,1,134010
Suzana Lazovic,1,134013
Alexander Sims,1,134016
Fritz Lehner,1,134019
Humberto Baena,1,134022
William Caxton,1,134025
Karl Federn,1,134028
Mastanabal,1,134031
Gerhard Zeiler,1,134034
Helmut Thoma,1,134037
Felix Stork,1,134040
Vincenz Pilz,1,134043
Cesare Facchinetti,1,134046
Matthias Steinl,1,134049
Ron Backes,1,134052
Karl Aloys zu Furstenberg,1,134055
Richard Maria Werner,1,134058
Marcell Jankovics,1,134061
Elkanah Angwenyi,1,134064
Alexander Fomichev,1,134067
Franz Studniczka,1,134070
Wilhelm Klein,1,134073
Nicolae Orlovschi,1,134076
Mikhail Domontovitch,1,134079
Edgar Malakyan,1,134082
Ping Pong,1,134085
Mohammed Deif,1,134088
Adriano Correia Claro,1,134091
Pat Van Den Hauwe,1,134094
Enrique Molina,1,134097
Jeremy Horst,1,134100
Carlos Quijano,1,134103
Norberto Alonso,1,134106
Bohdan Smolen,1,134109
William Holden,1,134112
Czesaw Jozwiak,1,134115
Edward Klinik,1,134118
Wan Gang,1,134121
Warren Beatty,1,134124
James Caan,1,134127
Jane Wyman,1,134130
Glen H. GoodKnight,1,134133
Ginger Rogers,1,134136
Jared Lobdell,1,134139
Norman Taurog,1,134142
Tom Shippey,1,134145
Robert Aldrich,1,134148
Carol Reed,1,134151
Rayner Unwin,1,134154
Erk Sens-Gorius,1,134157
Therese von Wullenweber,1,134160
Hartmut Weber,1,134163
Annemarie Eilfeld,1,134166
Engelmar Unzeitig,1,134169
Otto Hersing,1,134172
Joachim Curaeus,1,134175
Ernst Simmel,1,134178
Jurgen Mittelstra,1,134181
Arthur Leist,1,134184
Hermann Vogel,1,134187
Master Gerhard,1,134190
Philipp von Hellingrath,1,134193
Adolf Wach,1,134196
Karen Duve,1,134199
Johannes Heil,1,134202
Friedrich Gottlieb Barth,1,134205
Wilhelm Ritter von Flattich,1,134208
Johann Georg August Galletti,1,134211
Wilhelm Haarmann,1,134214
Barney Dreyfuss,1,134217
Karl Weinrich,1,134220
Brigitte Reimann,1,134223
Georg Perthes,1,134226
Michel Friedman,1,134229
Ludwig Schwabe,1,134232
Jurgen Elsasser,1,134235
Konrad Wachsmann,1,134238
Robert Schlagintweit,1,134241
Joss Fritz,1,134244
"August, Prince of Hohenlohe-Ohringen",1,134247
Karl Heinrich Lang,1,134250
Alfred Struwe,1,134253
Ludger Keitlinghaus,1,134256
Friedrich von Oppeln-Bronikowski,1,134259
Thomas Giessing,1,134262
Traugott Konstantin Oesterreich,1,134265
Leberecht Uhlich,1,134268
Inge Viermetz,1,134271
Adolf von Koenen,1,134274
Friedrich Wilhelm Franz Nippold,1,134277
Gustav Eduard von Hindersin,1,134280
Susanne Uhlen,1,134283
Louis Leitz,1,134286
Anselm of Havelberg,1,134289
"Georg Albrecht of Saxe-Weissenfels, Count of Barby",1,134292
Hasso von Wedel,1,134295
Tom Enders,1,134298
Karl Eduard Heusner,1,134301
Arno Stern,1,134304
Ludger Pistor,1,134307
Daniel Brendel von Homburg,1,134310
Victor Janson,1,134313
Emanuel Felke,1,134316
Pyranja,1,134319
Erwin Bohme,1,134322
Bernd Nehrig,1,134325
Friedrich Huch,1,134328
Friedrich Ritter von Roth,1,134331
Ansgar Beckermann,1,134334
Franz von Reber,1,134337
Johann Stumpf,1,134340
Hans Prutz,1,134343
Georg Alexander,1,134346
John VII of Hoya,1,134349
Franz Dulberg,1,134352
Robert Leffler,1,134355
Arzu Bazman,1,134358
Christof Beetz,1,134361
Eberhard Fechner,1,134364
Friedrich Bechtel,1,134367
Ramona Straub,1,134370
Philipp Friedrich Hiller,1,134373
Norbert Geis,1,134376
Erik Simon,1,134379
Ernst Daumig,1,134382
Doris Soffel,1,134385
"Bernhard II, Prince of Anhalt-Bernburg",1,134388
Walram of Julich,1,134391
Thomas Engert,1,134394
Ignaz Agricola,1,134397
Friedrich Honigmann,1,134400
Louis Gunther of Nassau,1,134403
Paul Schmidt,1,134406
Carl Ludwig Kirschbaum,1,134409
Paul Graetz,1,134412
Joachim Witthoft,1,134415
Otto von Diederichs,1,134418
Herbert Ricke,1,134421
Herbert Gundelach,1,134424
Katja Lange-Muller,1,134427
Hermann Schaefer,1,134430
Theodor Casella,1,134433
Georg Hans Madelung,1,134436
Hans Melchior,1,134439
Sascha Lobo,1,134442
Franz Gerhard Wegeler,1,134445
James Bauer,1,134448
Robert Leiber,1,134451
Ursula Karusseit,1,134454
Otto Zollner Schorr,1,134457
Daniel Cramer,1,134460
Otto Zacharias,1,134463
August-Wilhelm Scheer,1,134466
Siegfried Aufhauser,1,134469
Horst Hachler,1,134472
Gerhard Bremer,1,134475
Michael Hofmann,1,134478
Georg Hansen,1,134481
Matthias Konig,1,134484
Nikolaus von Dinkelsbuhl,1,134487
Kerstin Hartmann,1,134490
Hans-Joachim Buddecke,1,134493
Ernst Kohlschutter,1,134496
Franz Lucas,1,134499
Eberhard Finckh,1,134502
Ulrich Neckel,1,134505
Louis Stromeyer,1,134508
Friedrich Gottlob Schulze,1,134511
"Albert II, Count of Holstein-Rendsburg",1,134514
Friedrich Benjamin Osiander,1,134517
Heinrich Philipp Konrad Henke,1,134520
Henry I of Werle,1,134523
Carl Christian Gottsche,1,134526
Heinrich Gley,1,134529
Sabine Wils,1,134532
Johann Schweikhard von Kronberg,1,134535
Adam Falkenstein,1,134538
Klaus Volk,1,134541
Johanna Wanka,1,134544
Katja Suding,1,134547
Martin Semmelrogge,1,134550
Nicolaus Zangius,1,134553
Prince Franz Adolph of Anhalt-Bernburg-Schaumburg-Hoym,1,134556
Katja Poensgen,1,134559
Tommi Parzinger,1,134562
Jurgen Brecht,1,134565
Helmuth Wilberg,1,134568
Hermann Thoms,1,134571
Johann Schwebel,1,134574
Petra Reski,1,134577
Michael Hinz,1,134580
Friedrich Gottlob Uhlemann,1,134583
"Herman Fortunatus, Margrave of Baden-Rodemachern",1,134586
Max Jacob,1,134589
"Simon I, Lord of Lippe",1,134592
"Christian, Prince of Nassau-Dillenburg",1,134595
"Simon III, Lord of Lippe",1,134598
Dorothea Brandt,1,134601
"Otto I, Count of Salm",1,134604
Wilhelm von Gennep,1,134607
"Adolf I, Count of the Mark",1,134610
Hendrik Godfried Duurkoop,1,134613
Caroline Masson,1,134616
Gadjo,1,134619
Kurt Buhligen,1,134622
Ellen Franz,1,134625
Alfred Loewy,1,134628
Rudolf Seeliger,1,134631
Ulrich Noethen,1,134634
Heinrich Gottfried Ollendorff,1,134637
Wilhelm Westphal,1,134640
Johannes Clemens,1,134643
Gerd Suhren,1,134646
Wolfgang Kasack,1,134649
Hendrik Born,1,134652
Dorothea Hedwig of Brunswick-Wolfenbuttel,1,134655
Moritz Carl zu Lynar,1,134658
Louis Sussmann-Hellborn,1,134661
Jens Franke,1,134664
Eugen York,1,134667
Walter Storp,1,134670
Stefan Diez,1,134673
Brigitte Heinrich,1,134676
David Pareus,1,134679
Sabrina Mulrain,1,134682
Adam Friedrich Zurner,1,134685
Christian Ahlmann,1,134688
Werner Kienitz,1,134691
Ferdinand Freiherr von Miller,1,134694
Cornelia Schlosser,1,134697
Kurt Eberhard,1,134700
Christian Gartner,1,134703
Edmund Pfleiderer,1,134706
Elisabeth von Staegemann,1,134709
Max Jordan,1,134712
Paul Grutzner,1,134715
Martin Smolinski,1,134718
Gustav Adolf Michaelis,1,134721
Anja Brandt,1,134724
Friedrich Grabowsky,1,134727
Georg von Blumenthal,1,134730
Lothar Sieber,1,134733
Atika Bouagaa,1,134736
Werner Fuetterer,1,134739
Hans Sotin,1,134742
Julius Troger,1,134745
Joachim-Friedrich Huth,1,134748
Anike Hage,1,134751
Hermann Flohn,1,134754
Carl Friedrich Meerwein,1,134757
Gunther Schack,1,134760
Megitza,1,134763
Thea Dorn,1,134766
Emil Fahrenkamp,1,134769
Hubertus Regout,1,134772
Kaaren Verne,1,134775
Ruwen Faller,1,134778
Hans-Joachim Heusinger,1,134781
Richard Hartmann,1,134784
Angela Denoke,1,134787
Hubert Wolf,1,134790
Ralf Brauksiepe,1,134793
Eduard Hamm,1,134796
Herbert Sutcliffe,1,134799
Carl-Dieter Spranger,1,134802
Dietrich Austermann,1,134805
Andreas Blunck,1,134808
Johann Ludwig Brassicanus,1,134811
Lorenz Fries,1,134814
Herbert Richter-Luckian,1,134817
Paul Kruger,1,134820
Erich Emminger,1,134823
Ludwig Hahn,1,134826
Arthur Rodl,1,134829
Kurt Wunsche,1,134832
Bernard Chrzanowski,1,134835
Reinhold Frank,1,134838
David Scheller,1,134841
Julius Lippert,1,134844
Dieter Trautwein,1,134847
Willy Leow,1,134850
Friedrich von Bodelschwingh,1,134853
Gottfried Heinrich Gloger,1,134856
Richard Huttig,1,134859
Wilhelm Abegg,1,134862
Nikolaus von Maillot de la Treille,1,134865
Karl Volker,1,134868
Karl Aletter,1,134871
Willy Liebel,1,134874
Wilhelm Knabe,1,134877
Peter Sodann,1,134880
Inka Friedrich,1,134883
Wolfgang Weider,1,134886
Reinhold Curicke,1,134889
Ulrich Neymeyr,1,134892
Franz Kamphaus,1,134895
Fritz Klute,1,134898
Wolfgang Jerat,1,134901
Karl Mager,1,134904
Astrid M. Funderich,1,134907
Carl Julius Cranz,1,134910
Fritz Alberti,1,134913
Karl Friedrich Wilhelm Dieterici,1,134916
Georg Schallermair,1,134919
Albert Wolff,1,134922
Erich Lexer,1,134925
Emil Osann,1,134928
Robert Friedberg,1,134931
Karl-Heinz Dellwo,1,134934
Carl Hintze,1,134937
Matthias Kreck,1,134940
Adolf VII of Berg,1,134943
Ernst Heinrichsohn,1,134946
Miriam Lahnstein,1,134949
"Bernhard VIII, Count of Lippe",1,134952
Stefan Schafer,1,134955
Caroline Ruhnau,1,134958
Stefan Schmid,1,134961
Klaus Wagner,1,134964
Stefan Dorra,1,134967
Adam Orazio Casparini,1,134970
Heino Heinrich Graf von Flemming,1,134973
Monika Hansen,1,134976
Karl Vollmoller,1,134979
"John III, Lord of Mecklenburg",1,134982
Eustachius Kugler,1,134985
Paul Schneider-Esleben,1,134988
Herman Adolf van Lippe-Detmold,1,134991
Rena Niehaus,1,134994
Mickie Krause,1,134997
Hans Stuwe,1,135000
Herbert Binkert,1,135003
"Christian Gunther III, Prince of Schwarzburg-Sondershausen",1,135006
Hans Leistikow,1,135009
Hans Julius Duncker,1,135012
Gottfried Huppertz,1,135015
Caroline Peters,1,135018
Werner Kollath,1,135021
Jutta of Thuringia,1,135024
Leunclavius,1,135027
Alfred Gerstenberg,1,135030
Willi Gorlach,1,135033
Stefanie Stappenbeck,1,135036
Georg Matthias Bose,1,135039
Julia Biedermann,1,135042
Hans von Borsody,1,135045
Otto Gerhard Oexle,1,135048
Kerstin Thielemann,1,135051
Ekkehard,1,135054
Werner Nachtigall,1,135057
Georg Franck von Franckenau,1,135060
Albert Meyer,1,135063
Axel Scheffler,1,135066
Ernst Kornemann,1,135069
Hans Vollmer,1,135072
Herbert Henck,1,135075
Ingo Niermann,1,135078
Johannes Coler,1,135081
Paul Pleiger,1,135084
Hugo von Kirchbach,1,135087
Caroline von Humboldt,1,135090
Heinrich Wilhelm Ludolf,1,135093
Karl-Heinz Steffens,1,135096
Franz Alt,1,135099
Otto Appel,1,135102
Johann Sigismund Elsholtz,1,135105
Dirk Heidemann,1,135108
Karl Brandi,1,135111
Marcus H. Rosenmuller,1,135114
Chris Kempers,1,135117
Johann Philipp Du Roi,1,135120
Cornelia Sollfrank,1,135123
Johanna Gadski,1,135126
Carl August Haupt,1,135129
Eric Hilgendorf,1,135132
Neocorus,1,135135
Johannes Caselius,1,135138
Dominic Raacke,1,135141
Gisela Trowe,1,135144
Hans Rosenthal,1,135147
Johann Hinrich Fehrs,1,135150
Heiko Engelkes,1,135153
Jochim Richborn,1,135156
Egbert Hayessen,1,135159
Inga Busch,1,135162
Sebastian Schnuelle,1,135165
Franz Kaspar Hesselbach,1,135168
Heinrich Ehrhardt,1,135171
Leo Monosson,1,135174
Ralf Lau,1,135177
Hubertus Strughold,1,135180
Johannes Poeppel,1,135183
Julia Hutter,1,135186
Ernst Heymann,1,135189
Wilhelm Adolf Schmidt,1,135192
Richard Hesse,1,135195
Carl-Peter Forster,1,135198
Eduard Winkelmann,1,135201
Eduard Wilhelm Sievers,1,135204
Richard Heinze,1,135207
Murad I,1,135210
Alfred Lorenzer,1,135213
Leonhard Seif,1,135216
Richard Kund,1,135219
Heinz Czechowski,1,135222
Harald Haarmann,1,135225
Jochen Seitz,1,135228
Joachim Werner,1,135231
Friedrich Grimm,1,135234
Karlheinz Stierle,1,135237
Dieter Borsche,1,135240
Mirja Boes,1,135243
Hans Behrendt,1,135246
Ludwig Dringenberg,1,135249
Tobias Koch,1,135252
Friedrich Staps,1,135255
Robert Hermann Garbe,1,135258
Hugo Zoller,1,135261
Mido Hamada,1,135264
Otto Erler,1,135267
Hugo Hartung,1,135270
Axel Kutsch,1,135273
Jo Mihaly,1,135276
Brigitte Blobel,1,135279
Ernst Elitz,1,135282
Gabriel Rollenhagen,1,135285
Friedrich Beckmann,1,135288
Harald Hauptmann,1,135291
Ludwig Friedrich Kamtz,1,135294
"Alexander, Prince of Schaumburg-Lippe",1,135297
Fritz Tobias,1,135300
Pankratius von Dinkel,1,135303
Wolfgang Drechsler,1,135306
Otto Kaiser,1,135309
Julius von Kennel,1,135312
Heinrich Abel,1,135315
